"Station Name","EUREKA A"
"Province","NUNAVUT"
"Latitude","79.98"
"Longitude","-85.93"
"Elevation","10.40"
"Climate Identifier","2401200"
"WMO Identifier","71917"
"TC Identifier","WEU"

"Legend"
"B","More than one occurrence and estimated"
"E","Estimated"
"M","Missing"
"S","More than one occurrence"
"T","Trace"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"

"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1998-05","1998","05","-7.3","","-13.7","","-10.5","","4.5","","-26.6","","0.0","","10.6","","7.2","","9","",,"M",,"M"
"1998-06","1998","06","8.5","","2.3","","5.4","","13.0","","-0.6","","9.1","","0.0","T","9.1","","0","",,"M",,"M"
"1998-07","1998","07","10.3","","3.5","","6.9","","17.8","","0.3","","21.8","","0.0","T","21.8","","0","",,"M",,"M"
"1998-08","1998","08","5.3","","1.6","","3.4","","10.5","","-1.3","","7.9","","2.6","","10.5","","0","",,"M",,"M"
"1998-09","1998","09","1.4","","-3.0","","-0.8","","4.0","S","-6.8","","0.0","T","0.0","T","0.0","T","0","",,"M",,"M"
"1998-10","1998","10","-14.2","","-21.2","","-17.7","","-2.2","","-32.6","","0.0","T","17.0","","11.1","","8","",,"M",,"M"
"1998-11","1998","11","-20.9","","-27.8","","-24.4","","-7.6","","-34.8","","0.0","","2.2","","1.6","","9","",,"M",,"M"
"1998-12","1998","12","-25.0","","-32.5","","-28.8","","-13.6","","-38.7","","0.0","","0.2","","0.0","T","9","",,"M",,"M"
"1999-01","1999","01","-35.8","","-41.8","","-38.8","","-28.5","","-46.6","","0.0","","1.0","","0.8","","9","",,"M",,"M"
"1999-02","1999","02","-33.6","","-40.6","","-37.1","","-18.3","","-45.6","","0.0","","1.8","","1.8","","12","",,"M",,"M"
"1999-03","1999","03","-32.7","","-40.0","","-36.4","","-15.9","","-46.6","","0.0","","2.8","","2.0","","13","",,"M",,"M"
"1999-04","1999","04","-22.7","","-30.7","","-26.7","","-10.5","","-40.7","","0.0","","8.4","","7.3","","15","",,"M",,"M"
"1999-05","1999","05","-8.7","","-15.0","","-11.9","","-3.3","","-26.2","","0.0","","11.0","","8.7","","17","",,"M",,"M"
"1999-06","1999","06","3.2","","-1.2","","1.0","","8.4","S","-8.3","","4.3","","5.8","","9.0","","0","",,"M",,"M"
"1999-07","1999","07","10.9","","3.0","","7.0","","16.1","","1.2","","4.6","","0.0","T","4.6","","0","",,"M",,"M"
"1999-08","1999","08","7.8","","1.7","","4.8","","16.5","","-5.4","","1.2","","0.0","T","1.2","","0","",,"M",,"M"
"1999-09","1999","09","-3.1","","-8.4","","-5.8","","1.1","","-14.2","","0.0","T","6.0","","3.0","","1","",,"M",,"M"
"1999-10","1999","10","-18.7","","-25.7","","-22.2","","-8.4","","-37.7","","0.0","","4.6","","2.4","","3","",,"M",,"M"
"1999-11","1999","11","-25.8","","-31.8","","-28.8","","-8.4","","-42.4","","0.0","","10.8","","8.0","","8","",,"M",,"M"
"1999-12","1999","12","-39.3","","-43.4","","-41.4","","-28.2","","-46.1","","0.0","","1.0","","0.9","","8","",,"M",,"M"
"2000-01","2000","01","-36.5","","-43.1","","-39.8","","-22.8","","-50.2","","0.0","","2.4","","1.8","","8","",,"M",,"M"
"2000-02","2000","02","-33.5","","-40.5","","-37.0","","-12.7","","-45.0","S","0.0","","3.4","","2.6","","8","",,"M",,"M"
"2000-03","2000","03","-29.5","","-36.6","","-33.1","","-19.4","","-45.6","","0.0","","6.0","","3.4","","11","",,"M",,"M"
"2000-04","2000","04","-22.0","","-30.0","","-26.0","","-7.2","","-38.0","","0.0","","4.0","","2.3","","13","",,"M",,"M"
"2000-05","2000","05","-8.7","","-15.1","","-11.9","","-1.0","S","-24.9","","0.0","","0.6","","0.4","","6","",,"M",,"M"
"2000-06","2000","06","6.9","","0.8","","3.9","","16.1","","-7.5","","1.2","","0.4","","1.6","","0","",,"M",,"M"
"2000-07","2000","07","9.7","","2.7","","6.2","","19.6","","0.2","","10.0","","0.0","T","10.0","","0","",,"M",,"M"
"2000-08","2000","08","2.8","","-2.0","","0.4","","10.7","","-11.2","","10.6","","23.8","","33.8","","3","",,"M",,"M"
"2000-09","2000","09","-7.3","","-13.0","","-10.2","","-0.2","","-25.7","","0.0","","11.2","","10.0","","9","",,"M",,"M"
"2000-10","2000","10","-17.1","","-23.5","","-20.3","","-7.0","","-37.6","","0.0","","10.2","","3.6","","7","",,"M",,"M"
"2000-11","2000","11","-25.8","","-33.0","","-29.4","","-15.1","","-38.3","","0.0","","2.2","","1.8","","7","",,"M",,"M"
"2000-12","2000","12","-26.2","","-34.7","","-30.5","","-17.1","","-45.7","","0.0","","7.8","","7.2","","9","",,"M",,"M"
"2001-01","2001","01","-31.5","","-40.0","","-35.8","","-18.3","","-47.9","","0.0","","5.8","","3.4","","12","",,"M",,"M"
"2001-02","2001","02","-33.2","","-41.0","","-37.1","","-14.0","","-51.2","","0.0","","1.4","","1.2","","12","",,"M",,"M"
"2001-03","2001","03","-30.6","","-38.6","","-34.6","","-17.0","","-46.8","","0.0","","8.6","","5.6","","9","",,"M",,"M"
"2001-04","2001","04","-22.2","","-29.8","","-26.0","","-12.0","","-41.3","","0.0","","6.3","","6.3","","12","",,"M",,"M"
"2001-05","2001","05","-10.4","","-17.3","","-13.9","","0.2","","-30.2","","0.0","","7.4","","4.0","","6","",,"M",,"M"
"2001-06","2001","06","5.1","","0.1","","2.6","","9.8","","-5.0","","9.8","","0.0","T","9.8","","0","",,"M",,"M"
"2001-07","2001","07","8.4","","2.6","","5.5","","15.0","","0.1","","16.2","","1.0","","17.2","","0","",,"M",,"M"
"2001-08","2001","08","5.2","","1.1","","3.2","","11.8","","-2.8","","8.6","","2.8","","11.4","","0","",,"M",,"M"
"2001-09","2001","09","-4.0","","-9.9","","-7.0","","3.1","","-21.7","","0.0","T","8.6","","4.8","","4","",,"M",,"M"
"2001-10","2001","10","-19.0","","-25.1","","-22.1","","-2.0","","-34.6","","0.0","","13.4","","10.2","","2","",,"M",,"M"
"2001-11","2001","11","-23.6","","-31.4","","-27.5","","-16.6","","-38.0","","0.0","","4.4","","4.0","","6","",,"M",,"M"
"2001-12","2001","12","-27.9","","-35.5","","-31.7","","-12.3","","-42.0","","0.0","","7.0","","2.4","","10","",,"M",,"M"
"2002-01","2002","01","-32.2","","-38.9","","-35.6","","-14.4","","-45.8","","0.0","","3.4","","2.7","","12","",,"M",,"M"
"2002-02","2002","02","-37.3","","-43.9","","-40.6","","-26.7","","-48.4","","0.0","","2.0","","2.0","","13","",,"M",,"M"
"2002-03","2002","03","-31.0","","-38.5","","-34.8","","-20.9","","-43.7","","0.0","","7.4","","5.8","","19","",,"M",,"M"
"2002-04","2002","04","-25.6","","-32.9","","-29.3","","-8.1","","-44.2","","0.0","","4.8","","4.6","","21","",,"M",,"M"
"2002-05","2002","05","-6.0","","-11.4","","-8.7","","5.7","","-22.5","","0.0","","3.6","","2.6","","7","",,"M",,"M"
"2002-06","2002","06","5.3","","0.6","","3.0","","12.8","","-4.7","S","30.4","","0.8","","31.2","","0","",,"M",,"M"
"2002-07","2002","07","7.8","","2.3","","5.1","","13.8","","0.9","S","41.1","","0.5","","41.6","","0","",,"M",,"M"
"2002-08","2002","08","7.5","","3.5","","5.5","","13.5","","-1.4","","22.6","","2.0","","24.6","","0","",,"M",,"M"
"2002-09","2002","09","-3.0","","-7.4","","-5.2","","6.1","","-14.8","","0.0","T","4.8","","4.8","","3","",,"M",,"M"
"2002-10","2002","10","-9.5","","-16.8","","-13.2","","5.0","","-30.7","","0.0","T","10.0","","6.0","","9","",,"M",,"M"
"2002-11","2002","11","-25.7","","-32.7","","-29.3","","-16.5","","-41.4","","0.0","","1.6","","1.2","","10","",,"M",,"M"
"2002-12","2002","12","-23.6","","-32.2","","-27.9","","-11.7","","-40.4","","0.0","","11.4","","8.8","","13","",,"M",,"M"
"2003-01","2003","01","-26.3","","-34.4","","-30.4","","-14.9","","-40.8","","0.0","","4.4","","4.4","","16","",,"M",,"M"
"2003-02","2003","02","-34.7","","-40.9","","-37.8","","-24.7","","-46.1","","0.0","","18.2","","18.2","","13","",,"M",,"M"
"2003-03","2003","03","-35.3","","-40.8","","-38.1","","-28.2","","-45.2","","0.0","","0.6","","0.6","","12","",,"M",,"M"
"2003-04","2003","04","-24.3","","-32.0","","-28.2","","-11.1","","-39.1","","0.0","","2.2","","1.8","","11","",,"M",,"M"
"2003-05","2003","05","-6.6","","-13.3","","-10.0","","1.4","","-22.7","","0.0","","9.0","","6.8","","5","",,"M",,"M"
"2003-06","2003","06","5.4","","0.5","","3.0","","14.9","","-5.6","","1.8","","2.0","","3.8","","0","",,"M",,"M"
"2003-07","2003","07","10.9","","4.3","","7.6","","20.0","","0.8","","6.6","","0.2","","6.8","","0","",,"M",,"M"
"2003-08","2003","08","5.1","","0.8","","3.0","","9.5","","-2.1","","7.8","","0.9","","8.7","","0","",,"M",,"M"
"2003-09","2003","09","-1.4","","-5.9","","-3.6","","3.6","","-15.9","","2.0","","17.0","","13.4","","6","",,"M",,"M"
"2003-10","2003","10","-14.7","","-21.4","","-18.1","","-4.3","","-31.3","","0.0","","4.0","","3.6","","6","",,"M",,"M"
"2003-11","2003","11","-26.5","","-32.7","","-29.6","","-12.6","","-41.0","","0.0","","0.3","","0.2","","6","",,"M",,"M"
"2003-12","2003","12","-25.2","","-32.2","","-28.8","","-11.2","","-41.4","","0.0","","9.4","","8.0","","12","",,"M",,"M"
"2004-01","2004","01","-30.2","","-37.2","","-33.8","","-19.7","","-43.3","","0.0","","1.8","","1.8","","12","",,"M",,"M"
"2004-02","2004","02","-33.1","","-39.8","","-36.4","","-15.4","","-46.4","","0.0","","3.4","","3.2","","13","",,"M",,"M"
"2004-03","2004","03","-36.0","","-42.6","","-39.3","","-30.3","","-49.5","","0.0","","1.0","","1.0","","13","",,"M",,"M"
"2004-04","2004","04","-22.8","","-31.6","","-27.2","","-13.3","","-42.1","","0.0","","1.2","","1.2","","12","",,"M",,"M"
"2004-05","2004","05","-5.9","","-11.8","","-8.9","","-0.1","","-25.2","","0.0","","1.4","","1.2","","5","",,"M",,"M"
"2004-06","2004","06","4.7","","-0.1","","2.3","","10.7","","-8.7","","7.0","","2.8","","9.8","","0","",,"M",,"M"
"2004-07","2004","07","6.8","","2.2","","4.5","","11.5","","0.5","","21.8","","0.4","","22.2","","0","",,"M",,"M"
"2004-08","2004","08","5.4","","1.3","","3.4","","9.8","","-1.5","","14.0","","0.4","","14.2","","0","",,"M",,"M"
"2004-09","2004","09","-5.1","","-10.5","","-7.8","","2.6","","-22.1","","0.0","","30.0","","18.5","","12","",,"M",,"M"
"2004-10","2004","10","-15.6","","-23.8","","-19.7","","-5.0","","-34.3","","0.0","","20.4","","13.0","","20","",,"M",,"M"
"2004-11","2004","11","-29.1","","-36.8","","-33.0","","-14.0","","-43.3","","0.0","","3.8","","2.6","","21","",,"",,""
"2004-12","2004","12","-32.0","","-40.0","","-36.0","","-12.4","","-46.7","","0.0","","2.4","","2.0","","21","",,"M",,"M"
"2005-01","2005","01","-30.3","","-37.7","","-34.0","","-21.2","","-43.0","","0.0","","3.2","","3.2","","22","",,"M",,"M"
"2005-02","2005","02","-28.7","","-37.2","","-33.0","","-15.9","","-46.0","","0.0","","4.2","","4.0","","25","",,"M",,"M"
"2005-03","2005","03","-30.8","","-38.6","","-34.7","","-8.7","","-50.2","","0.0","","2.4","","2.2","","26","",,"M",,"M"
"2005-04","2005","04","-23.3","","-31.0","","-27.2","","-10.8","","-38.8","","0.0","","5.2","","4.4","","26","",,"M",,"M"
"2005-05","2005","05","-5.4","","-11.8","","-8.6","","5.4","","-25.2","","0.0","T","2.8","","0.8","","13","",,"M",,"M"
"2005-06","2005","06","7.8","","1.8","","4.8","","14.6","","-0.6","","6.4","","0.0","","6.4","","0","",,"M",,"M"
"2005-07","2005","07","10.6","","3.8","","7.2","","14.9","","1.7","","12.4","","0.0","","12.4","","0","",,"M",,"M"
"2005-08","2005","08","7.5","","2.3","","4.9","","15.2","","-2.0","","10.0","","0.0","T","10.0","","0","",,"M",,"M"
"2005-09","2005","09","-2.7","","-6.6","","-4.7","","4.2","","-18.6","","0.0","T","2.2","","1.0","","2","",,"M",,"M"
"2005-10","2005","10","-16.7","","-23.5","","-20.1","","-0.3","","-29.9","S","0.0","","7.4","","5.4","","5","",,"M",,"M"
"2005-11","2005","11","-23.2","","-30.8","","-27.0","","-12.0","","-37.0","","0.0","","14.8","","7.2","","20","",,"",,""
"2005-12","2005","12","-31.5","","-37.3","","-34.5","","-22.0","","-42.6","","0.0","","0.0","T","0.0","T","10","",,"",,""
"2006-01","2006","01","-30.2","","-38.8","","-34.5","","-21.9","","-42.9","S","0.0","","7.0","","4.9","","16","",,"",,""
"2006-02","2006","02","-31.6","","-39.7","","-35.7","","-6.3","","-44.7","","0.0","","0.8","","0.8","","16","",,"",,""
"2006-03","2006","03","-29.0","","-36.5","","-32.8","","-8.0","","-46.8","","0.0","","4.0","","2.8","","19","",,"M",,"M"
"2006-04","2006","04","-20.6","","-29.3","","-24.9","","-13.2","","-35.3","","0.0","","1.8","","0.8","","17","",,"M",,"M"
"2006-05","2006","05","-3.4","","-10.2","","-6.8","","4.5","","-23.2","","0.0","","2.4","","2.4","","4","",,"M",,"M"
"2006-06","2006","06","4.1","","0.0","","2.1","","9.5","","-5.5","S","5.4","","9.8","","15.0","","0","",,"M",,"M"
"2006-07","2006","07","9.7","","3.1","","6.4","","15.3","","0.9","","18.8","","0.0","","18.8","","0","",,"M",,"M"
"2006-08","2006","08","5.4","E","1.1","E","3.3","E","12.0","E","-3.0","E","30.8","I","1.2","I","32.0","I","","",,"M",,"M"
"2006-09","2006","09","-2.1","","-6.2","","-4.2","","4.9","","-17.0","","0.0","T","4.2","","3.8","","1","",,"M",,"M"
"2006-10","2006","10","-9.1","","-16.0","","-12.6","","1.1","","-28.3","","0.0","","9.7","","7.4","","5","",,"M",,"M"
"2006-11","2006","11","-23.3","","-30.1","","-26.7","","-11.5","","-38.4","","0.0","","2.7","","2.2","","6","",,"M",,"M"
"2006-12","2006","12","-30.0","","-37.7","","-33.9","","-18.8","","-43.4","","0.0","","5.7","","3.6","","11","",,"",,""
"2007-01","2007","01","-31.7","E","-39.3","E","-35.5","E","-15.2","E","-43.5","E","0.0","I","0.4","I","0.2","I","","",,"M",,"M"
"2007-02","2007","02","-29.4","","-37.0","","-33.2","","-18.8","","-43.5","","0.0","","1.8","","1.0","","14","",,"M",,"M"
"2007-03","2007","03","-36.0","","-42.8","","-39.4","","-21.7","","-49.7","","0.0","","1.0","","1.0","","15","",,"",,""
"2007-04","2007","04","-17.2","","-25.6","","-21.4","","-9.5","","-35.3","","0.0","","1.0","","1.0","","16","",,"",,""
"2007-05","2007","05","-9.0","","-14.5","","-11.8","","-4.2","","-18.5","","0.0","","2.4","","2.4","","10","",,"",,""
"2007-06","2007","06","6.3","","0.5","","3.4","","14.2","","-6.8","","2.6","","0.8","","3.4","","0","",,"M",,"M"
"2007-07","2007","07","11.8","","4.0","","7.9","","20.7","","1.4","","2.4","","0.0","","2.4","","0","",,"M",,"M"
"2007-08","2007","08","8.3","","2.8","","5.6","","17.0","","-1.9","S","3.5","","2.5","","6.0","","0","",,"M",,"M"
"2007-09","2007","09","-3.0","","-8.0","","-5.6","","6.3","","-17.8","","0.0","","15.8","","10.8","","4","",,"M",,"M"
"2007-10","2007","10","-14.5","","-22.5","","-18.6","","-4.6","","-32.9","","0.0","","14.8","","9.3","","9","",,"M",,"M"
"2007-11","2007","11","-26.8","","-34.8","","-30.8","","-16.2","","-42.4","","0.0","","4.8","","2.0","","9","",,"M",,"M"
"2007-12","2007","12","-30.7","","-37.0","","-33.9","","-10.8","","-44.7","","0.0","","9.6","","2.5","","10","",,"M",,"M"
"2008-01","2008","01","-38.1","","-43.8","","-41.0","","-18.5","S","-49.6","","0.0","","0.8","","0.4","","12","",,"M",,"M"
"2008-02","2008","02","-30.0","","-38.2","","-34.1","","-8.8","","-44.8","","0.0","","7.0","","2.7","","14","",,"M",,"M"
"2008-03","2008","03","-35.9","","-42.2","","-39.0","","-23.7","","-49.7","","0.0","","0.0","T","0.0","T","14","",,"M",,"M"
"2008-04","2008","04","-23.6","","-31.0","","-27.3","","-13.2","","-37.9","","0.0","","0.7","","0.5","","12","",,"M",,"M"
"2008-05","2008","05","-5.5","","-12.6","","-9.0","","2.4","","-27.5","","0.0","","5.0","","4.5","","3","",,"M",,"M"
"2008-06","2008","06","8.5","","1.7","","5.2","","17.5","","-3.4","","0.6","","0.0","T","0.6","","0","",,"M",,"M"
"2008-07","2008","07","10.3","","3.8","","7.1","","18.6","","0.4","","7.6","","0.7","","8.3","","0","",,"M",,"M"
"2008-08","2008","08","6.4","","1.2","","3.8","","14.3","","-2.3","","24.6","","3.0","","27.6","","0","",,"M",,"M"
"2008-09","2008","09","-2.5","","-6.6","","-4.6","","4.2","","-14.1","","0.0","T","3.6","","1.6","","0","T",,"M",,"M"
"2008-10","2008","10","-15.2","","-22.7","","-19.0","","0.1","","-32.9","","0.0","","13.6","","7.2","","0","T",,"M",,"M"
"2008-11","2008","11","-23.2","","-30.0","","-26.6","","-13.5","","-37.1","","0.0","","6.8","","2.6","","3","",,"M",,"M"
"2008-12","2008","12","-29.7","","-35.8","","-32.8","","-14.4","","-42.0","","0.0","","2.8","","1.5","","5","",,"M",,"M"
"2009-01","2009","01","-31.0","","-36.8","","-34.0","","-13.0","","-43.1","","0.0","","2.2","","0.6","","3","",,"M",,"M"
"2009-02","2009","02","-35.4","","-41.7","","-38.6","","-25.9","","-50.1","","0.0","","4.0","","2.2","","7","",,"M",,"M"
"2009-03","2009","03","-35.4","","-41.6","","-38.6","","-17.4","","-46.4","","0.0","","3.8","","2.8","","8","",,"M",,"M"
"2009-04","2009","04","-23.7","","-31.0","","-27.4","","-11.2","","-41.0","","0.0","","6.6","","4.3","","9","",,"M",,"M"
"2009-05","2009","05","-7.2","","-12.4","","-9.8","","1.3","","-22.0","","0.0","","6.8","","2.4","","7","",,"M",,"M"
"2009-06","2009","06","7.3","","0.7","","4.0","","16.3","","-4.8","","0.0","T","0.2","","0.2","","0","",,"M",,"M"
"2009-07","2009","07","12.0","","3.9","","8.0","","20.9","","-0.1","","21.9","","0.0","","21.9","","0","",,"M",,"M"
"2009-08","2009","08","8.3","","2.9","","5.6","","16.8","","-1.9","","16.1","","0.0","","16.1","","0","",,"M",,"M"
"2009-09","2009","09","-3.2","","-8.0","","-5.6","","3.7","","-18.5","","0.0","T","15.9","","7.5","","8","",,"M",,"M"
"2009-10","2009","10","-20.0","","-26.6","","-23.4","","-6.4","","-35.8","","0.0","","9.0","","4.8","","12","",,"M",,"M"
"2009-11","2009","11","-19.4","","-27.1","","-23.3","","-11.3","","-37.0","","0.0","","4.2","","3.4","","9","",,"M",,"M"
"2009-12","2009","12","-25.7","","-33.4","","-29.6","","-6.3","","-43.3","","0.0","","7.2","","3.6","","15","",,"M",,"M"
"2010-01","2010","01","-30.8","","-38.5","","-34.7","","-15.8","","-45.4","","0.0","","1.2","","1.0","","14","",,"M",,"M"
"2010-02","2010","02","-29.0","","-36.9","","-33.0","","-20.0","","-42.7","","0.0","","8.2","","3.6","","18","",,"M",,"M"
"2010-03","2010","03","-28.9","","-35.7","","-32.3","","-8.6","","-44.1","","0.0","","2.6","","0.4","","19","",,"M",,"M"
"2010-04","2010","04","-16.0","","-22.5","","-19.3","","-4.7","","-35.8","","0.0","","18.8","","15.3","","26","",,"M",,"M"
"2010-05","2010","05","-4.1","","-9.9","","-7.0","","1.9","","-19.3","","0.0","T","11.7","","7.4","","22","",,"M",,"M"
"2010-06","2010","06","7.4","","1.6","","4.5","","18.5","","-2.7","","0.0","T","2.4","","1.1","","0","",,"M",,"M"
"2010-07","2010","07","10.0","","3.4","","6.7","","18.0","","1.0","","17.0","","0.0","T","17.0","","0","",,"M",,"M"
"2010-08","2010","08","5.7","","1.4","","3.6","","10.9","","-1.2","","37.0","","0.0","T","37.0","","0","",,"M",,"M"
"2010-09","2010","09","-3.9","","-8.9","","-6.4","","2.8","S","-18.5","","0.4","","8.7","","7.7","","5","",,"M",,"M"
"2010-10","2010","10","-17.5","","-25.0","","-21.3","","-7.9","","-31.4","","0.0","","6.4","","2.8","","8","",,"M",,"M"
"2010-11","2010","11","-22.2","","-29.4","","-25.8","","-6.1","","-41.8","","0.0","","10.2","","6.5","","17","",,"M",,"M"
"2010-12","2010","12","-20.9","","-30.4","","-25.7","","-3.8","","-43.7","","0.0","","15.8","","8.5","","29","",,"M",,"M"
"2011-01","2011","01","-26.3","","-35.5","","-31.0","","-3.9","","-45.1","","0.0","","17.0","","11.2","","26","",,"M",,"M"
"2011-02","2011","02","-35.3","","-42.3","","-38.8","","-16.6","","-49.5","","0.0","","5.8","","2.2","","27","",,"M",,"M"
"2011-03","2011","03","-28.7","","-36.0","","-32.3","","-11.3","","-47.1","","0.0","","8.4","","4.2","","27","",,"M",,"M"
"2011-04","2011","04","-25.9","","-33.9","","-29.9","","-17.4","","-41.5","S","0.0","","3.7","","1.4","","27","",,"M",,"M"
"2011-05","2011","05","-5.4","","-12.1","","-8.8","","4.0","","-23.9","","0.0","","1.0","","0.2","","6","",,"M",,"M"
"2011-06","2011","06","9.2","","1.9","","5.6","","18.3","","-5.5","","6.6","","2.0","","7.8","","0","",,"M",,"M"
"2011-07","2011","07","13.4","","6.1","","9.8","","20.0","","3.7","","0.0","T","0.0","","0.0","T","0","",,"M",,"M"
"2011-08","2011","08","9.0","","3.8","","6.4","","17.6","","-1.7","S","2.9","","2.2","","5.1","","0","",,"M",,"M"
"2011-09","2011","09","-3.7","","-9.6","","-6.7","","3.3","","-24.5","","0.2","","20.2","","18.8","","12","",,"M",,"M"
"2011-10","2011","10","-15.5","","-23.5","","-19.5","","-2.3","","-33.7","","0.0","","12.4","","10.4","","10","",,"M",,"M"
"2011-11","2011","11","-22.9","","-29.6","","-26.3","","-7.2","","-38.5","","0.0","","2.8","","1.6","","13","",,"M",,"M"
"2011-12","2011","12","-32.8","","-39.3","","-36.0","","-18.1","","-42.6","","0.0","","3.9","","2.0","","14","",,"M",,"M"
"2012-01","2012","01","-33.3","","-40.3","","-36.8","","-26.5","","-44.7","","0.0","","4.9","","1.7","","18","",,"M",,"M"
"2012-02","2012","02","-30.9","","-39.5","","-35.2","","-18.3","S","-48.6","","0.0","","8.8","","5.3","","23","",,"M",,"M"
"2012-03","2012","03","-33.3","","-41.1","","-37.2","","-11.8","","-50.4","","0.0","","5.9","","2.1","","24","",,"M",,"M"
"2012-04","2012","04","-22.0","","-30.2","","-26.1","","-10.1","","-38.3","","0.0","","7.8","","4.6","","21","",,"M",,"M"
"2012-05","2012","05","-6.0","","-12.9","","-9.4","","3.7","","-27.8","","0.0","","1.0","","0.6","","17","",,"M",,"M"
"2012-06","2012","06","8.2","","2.5","","5.4","","13.9","","-0.9","","14.4","","0.0","T","14.4","","0","",,"M",,"M"
"2012-07","2012","07","12.2","","5.0","","8.6","","17.9","","1.9","","22.8","","0.0","","22.8","","0","",,"M",,"M"
"2012-08","2012","08","7.7","","2.5","","5.1","","14.8","","-0.7","","6.3","","1.6","","7.9","","0","",,"M",,"M"
"2012-09","2012","09","-0.5","","-4.2","","-2.4","","5.1","","-9.6","","0.0","T","1.4","","0.8","","1","",,"M",,"M"
"2012-10","2012","10","-15.6","","-22.7","","-19.2","","-4.0","S","-34.5","","0.0","","11.4","","5.8","","6","",,"M",,"M"
"2012-11","2012","11","-28.1","","-34.7","","-31.5","","-15.0","","-40.9","","0.0","","1.6","","0.6","","6","",,"M",,"M"
"2012-12","2012","12","-27.2","","-35.0","","-31.1","","-13.1","","-42.1","","0.0","","7.4","","4.4","","11","",,"M",,"M"
"2013-01","2013","01","-32.7","","-39.8","","-36.3","","-22.1","","-46.9","","0.0","","1.6","","0.8","","8","",,"M",,"M"
"2013-02","2013","02","-39.8","","-44.7","","-42.3","","-30.1","","-51.4","","0.0","","0.0","T","0.0","T","9","",,"M",,"M"
"2013-03","2013","03","-26.6","","-35.1","","-30.9","","-10.3","","-51.5","","0.0","","13.6","","6.9","","20","",,"M",,"M"
"2013-04","2013","04","-19.0","","-27.2","","-23.1","","-5.8","","-39.1","","0.0","","4.4","","2.6","","11","",,"M",,"M"
"2013-05","2013","05","-8.9","","-15.7","","-12.3","","0.3","","-25.9","","0.0","","8.4","","5.8","","6","",,"M",,"M"
"2013-06","2013","06","2.6","","-1.6","","0.5","","7.5","","-7.2","","10.2","","8.6","","18.6","","0","",,"M",,"M"
"2013-07","2013","07","7.0","","1.9","","4.4","","12.8","","-0.9","","0.8","","7.8","","8.6","","0","",,"M",,"M"
"2013-08","2013","08","1.0","","-3.3","","-1.1","","8.6","","-12.9","","32.5","","44.0","","64.7","","10","",,"M",,"M"
"2013-09","2013","09","-5.5","","-11.5","","-8.5","","-0.7","","-19.2","","0.0","T","4.8","","2.6","","6","",,"M",,"M"
"2013-10","2013","10","-18.0","","-24.8","","-21.4","","-4.6","","-39.1","","0.0","","12.6","","7.6","","14","",,"M",,"M"
"2013-11","2013","11","-27.1","","-34.6","","-30.9","","-7.6","","-40.9","","0.0","","6.2","","3.6","","11","",,"M",,"M"
"2013-12","2013","12","-33.1","","-40.0","","-36.6","","-19.8","","-44.7","","0.0","","5.2","","3.0","","14","",,"M",,"M"
"2014-01","2014","01","-32.5","","-39.8","","-36.2","","-11.0","","-45.9","S","0.0","","6.6","","3.2","","20","",,"M",,"M"
"2014-02","2014","02","-35.4","","-42.8","","-39.1","","-21.7","","-50.4","S","0.0","","1.2","","0.4","","20","",,"M",,"M"
"2014-03","2014","03","-32.5","","-40.4","","-36.5","","-19.4","","-47.0","","0.0","","9.0","","4.4","","29","",,"M",,"M"
"2014-04","2014","04","-24.6","","-32.8","","-28.7","","-13.4","","-43.0","S","0.0","","1.2","","0.7","","21","",,"M",,"M"
"2014-05","2014","05","-6.1","","-10.9","","-8.5","","1.7","","-19.7","","0.0","","4.2","","3.2","","13","",,"M",,"M"
"2014-06","2014","06","3.0","","-1.0","","1.0","","7.3","S","-5.9","","0.0","T","0.0","T","0.0","T","0","",,"M",,"M"
"2014-07","2014","07","8.8","","2.9","","5.9","","14.3","","1.5","S","0.6","","0.0","","0.6","","0","",,"M",,"M"
"2014-08","2014","08","7.2","","1.3","","4.3","","14.6","","-1.1","","11.2","","1.8","","13.0","","0","",,"M",,"M"
"2014-09","2014","09","-2.6","","-6.6","","-4.6","","3.7","","-17.4","","0.0","T","6.8","","2.4","","0","T",,"M",,"M"
"2014-10","2014","10","-16.9","","-23.6","","-20.3","","-6.3","S","-35.2","","0.0","","13.0","","7.8","","3","",,"M",,"M"
"2014-11","2014","11","-21.5","","-29.3","","-25.4","","-6.4","","-37.3","","0.0","","2.8","","1.8","","5","",,"M",,"M"
"2014-12","2014","12","-30.3","","-37.1","","-33.7","","-6.2","","-42.4","","0.0","","2.2","","1.2","","8","",,"M",,"M"
"2015-01","2015","01","-29.4","","-37.1","","-33.3","","-17.1","","-45.0","","0.0","","5.2","","2.8","","9","",,"M",,"M"
